id,GroupID,Name,Description,IsActive,SortOrder
1141,185,USB 3.2 Gen2 Type-C (10 Гбит/с),,1,18511410
1142,185,Thunderbolt,,1,18511420
1143,185,Картридер,,1,18511430
1144,185,FireWire (iLink),,1,18511440
1145,185,eSATA,,1,18511450
1146,186,Кнопка синхронизации,,1,18611460
1147,186,Функция авто-отключения,,1,18611470
1148,186,Аппаратное шифрование,,1,18611480
1149,187,Программное обеспечение,,1,18711490
1150,187,Чехол,,1,18711500
1151,187,Кабель USB,,1,18711510
1152,187,Y-кабель USB (c двумя разъемами),,1,18711520
1153,187,Кабель FireWire,,1,18711530
1154,187,Кабель Thunderbolt,,1,18711540
1155,187,Переходник,,1,18711550
1156,185,USB Type C на корпусе,,1,18511560
1157,174,Джойстик,,1,17411570
1158,188,Максимальное количество кадров в секунду,,1,18811580
1159,188,Мин. дистанция фокусировки,,1,18811590
1160,183,Тип микросхем Flash,,1,18311600
1161,179,Набор,,1,17911610
1162,189,Объем,,1,18911620
1163,189,Интерфейс,,1,18911630
1164,189,Конструкция,,1,18911640
1165,189,Кардридер,,1,18911650
1166,189,Необычный дизайн,,1,18911660
1167,189,Компактный дизайн,,1,18911670
1168,189,Материал корпуса,,1,18911680
1169,189,Цвет,,1,18911690
1170,190,Скорость последовательного чтения,,1,19011700
1171,190,Скорость последовательной записи,,1,19011710
1172,191,Светодиодный индикатор,,1,19111720
1173,191,Блокировка записи,,1,19111730
1174,191,Аппаратное шифрование,,1,19111740
1175,191,Сканер отпечатка пальцев,,1,19111750
1176,192,USB-удлинитель,,1,19211760
1177,193,Длина,,1,19311770
1178,193,Ширина,,1,19311780
1179,193,Толщина,,1,19311790
1180,194,Дата выхода на рынок,,1,19411800
1181,189,"Пыле-, влаго-, ударопрочность",,1,18911810
1182,191,Wi-Fi,,1,19111820
1183,192,Программное обеспечение,,1,19211830
1184,193,Вес,,1,19311840
1185,189,Материал колпачка,,1,18911850
1186,192,Комплект поставки,,1,19211860
1187,195,Тип,,1,19511870
1188,195,Объем,,1,19511880
1189,195,Адаптер в комплекте,,1,19511890
1190,195,Кардридер в комплекте,,1,19511900
1191,195,SD-класс,,1,19511910
1192,195,Шина UHS,,1,19511920
1193,195,Класс UHS,,1,19511930
1194,195,Скорость чтения,,1,19511940
1195,195,Скорость записи,,1,19511950
1196,195,Форматирование,,1,19511960
1197,195,Класс Video Speed,,1,19511970
1198,195,Класс Application Performance,,1,19511980
1199,195,Индекс скорости,,1,19511990
1200,196,Интерфейс накопителя,,1,19612000
1201,196,Форм-фактор накопителя,,1,19612010
1202,196,Количество накопителей,,1,19612020
1203,196,Интерфейс подключения к ПК,,1,19612030
1204,196,Питание,,1,19612040
1205,196,Материал корпуса,,1,19612050
1206,196,Цвет,,1,19612060
1207,196,Расположение,,1,19612070
1208,196,Охлаждение,,1,19612080
1209,197,Картридер,,1,19712090
1210,198,Кнопка быстрого запуска,,1,19812100
1211,198,Индикация,,1,19812110
1212,198,Устойчивость к воздействиям,,1,19812120
1213,199,Длина,,1,19912130
1215,199,Толщина,,1,19912150
1216,199,Вес,,1,19912160
1217,198,Комплектация,,1,19812170
1218,196,Размеры устройств M.2,,1,19612180
1219,200,Дата выхода на рынок,,1,20012190
1220,200,Область применения,,1,20012200
1221,201,Количество отсеков для накопителей,,1,20112210
1222,201,Тип (форм-фактор) накопителей,,1,20112220
1223,201,Интерфейс внутренних накопителей,,1,20112230
1224,201,Предустановленные накопители,,1,20112240
1225,201,Подключение внешних накопителей,,1,20112250
1226,201,Цвет,,1,20112260
1227,202,Энергопотребление (чтение/запись),,1,20212270
1228,202,Энергопотребление (ожидание),,1,20212280
1229,202,Процессор и чипсет,,1,20212290
1230,202,Базовая тактовая частота,,1,20212300
1231,202,Оперативная память,,1,20212310
1232,202,Flash-память,,1,20212320
1233,202,Индикаторы,,1,20212330
1234,202,Кнопка копирования с внешнего носителя,,1,20212340
1235,202,Кнопка сброса (Reset),,1,20212350
1236,202,Уровень шума,,1,20212360
1237,202,Охлаждение,,1,20212370
1238,202,Встроенный блок питания,,1,20212380
1239,202,Резервный блок питания,,1,20212390
1240,202,Поддержка UPS,,1,20212400
1241,203,"Отсеки для 3.5"" HDD",,1,20312410
1242,203,"Отсеки для 2.5"" HDD",,1,20312420
1243,203,"""Горячее"" подключение и замена",,1,20312430
1244,203,Файловая система (внутренние диски),,1,20312440
1245,203,Файловая система (внешние диски),,1,20312450
1246,203,Поддержка RAID,,1,20312460
1247,203,RAID Rebuild,,1,20312470
1248,203,SMART,,1,20312480
1249,203,iSCSI,,1,20312490
1250,204,Операционная система,,1,20412500
1251,204,Сетевые протоколы,,1,20412510
1252,204,Поддержка протоколов доступа к файлам,,1,20412520
1253,204,Скачивание файлов,,1,20412530
1254,204,Медиа-сервер,,1,20412540
1255,204,Веб-сервер,,1,20412550
1256,204,Поддержка онлайн-сервисов,,1,20412560
1257,204,Email-оповещение,,1,20412570
1258,204,Работа с IP-камерами,,1,20412580
1259,205,Ширина,,1,20512590
1260,205,Высота,,1,20512600
1261,205,Глубина,,1,20512610
1262,205,Вес,,1,20512620
1263,206,Аудиовыход,,1,20612630
1264,206,Аудиовход,,1,20612640
1265,206,Wi-Fi,,1,20612650
1266,206,VGA (D-Sub),,1,20612660
1267,206,HDMI,,1,20612670
1268,206,Thunderbolt,,1,20612680
1269,206,USB 2.0,,1,20612690
1270,206,USB 3.0,,1,20612700
1271,206,Ethernet,,1,20612710
1272,206,Картридер,,1,20612720
1273,206,eSATA,,1,20612730
1274,206,USB Slave,,1,20612740
1275,202,Тип оперативной памяти,,1,20212750
1276,202,Аппаратное шифрование,,1,20212760
1277,202,Встроенный экран,,1,20212770
1278,202,Динамик,,1,20212780
1279,202,Пробуждение от сети,,1,20212790
1280,202,Авто-запуск после пропадания питания,,1,20212800
1281,203,Слоты для M.2 SSD,,1,20312810
1282,204,Встроенный коммутатор,,1,20412820
1283,204,Active Directory,,1,20412830
1284,204,Управление виртуальными машинами,,1,20412840
1285,204,Чтение RSS,,1,20412850
1286,204,Mail-сервер,,1,20412860
1287,204,Принт-сервер,,1,20412870
1288,204,Radio-сервер,,1,20412880
1289,204,iTunes-сервер,,1,20412890
1290,204,Сервер БД,,1,20412900
1291,206,USB 3.1,,1,20612910
1292,206,Слоты расширения,,1,20612920
1293,201,"Монтаж в 19"" стойку",,1,20112930
1294,208,Тип установки,,1,20812940
1295,208,Тип,,1,20812950
1296,208,Интерфейс подключения,,1,20812960
1297,208,Питание,,1,20812970
1298,208,Механизм загрузки дисков,,1,20812980
1299,208,Цвет,,1,20812990
1300,209,Максимальная скорость чтения CD,,1,20913000
1301,209,Максимальная скорость записи CD-R,,1,20913010
1302,209,Максимальная скорость записи CD-RW,,1,20913020
1303,210,Максимальная скорость чтения DVD,,1,21013030
1304,210,Максимальная скорость чтения DVD DL,,1,21013040
1305,210,Максимальная скорость записи DVD-R,,1,21013050
1306,210,Максимальная скорость записи DVD-R DL,,1,21013060
1307,210,Максимальная скорость записи DVD-RW,,1,21013070
1308,210,Максимальная скорость записи DVD+R,,1,21013080
1309,210,Максимальная скорость записи DVD+R DL,,1,21013090
1310,210,Максимальная скорость записи DVD+RW,,1,21013100
1311,211,Длина,,1,21113110
1312,211,Ширина,,1,21113120
1313,211,Толщина,,1,21113130
1314,211,Вес,,1,21113140
1315,208,Технология маркировки дисков,,1,20813150
1316,208,Буфер,,1,20813160
1317,212,Максимальная скорость чтения BD-ROM,,1,21213170
1318,212,Максимальная скорость чтения BD-R DL,,1,21213180
1319,212,Максимальная скорость чтения BD-RE,,1,21213190
1320,212,Максимальная скорость записи BD-R,,1,21213200
1321,212,Максимальная скорость записи BD-R DL,,1,21213210
1322,212,Максимальная скорость записи BD-RE,,1,21213220
1323,212,Максимальная скорость записи BD-RE DL,,1,21213230
1324,213,Тип,,1,21313240
1325,213,Поддержка карт (без адаптера),,1,21313250
1326,213,Защита от записи,,1,21313260
1327,213,Материал корпуса,,1,21313270
1328,213,Интерфейс,,1,21313280
1329,213,Цвет,,1,21313290
1330,214,Длина,,1,21413300
1331,215,Дата выхода на рынок,,1,21513310
1332,214,Ширина,,1,21413320
1333,214,Высота,,1,21413330
1334,214,Вес,,1,21413340
1335,213,Порты ввода-вывода,,1,21313350
1336,213,Разъем подключения к устройству,,1,21313360
1337,212,Максимальная скорость записи BD-R TL/QL,,1,21213370
1338,212,Максимальная скорость записи BD-RE TL,,1,21213380
1339,213,Максимальная скорость чтения/записи,,1,21313390
1340,212,Максимальная скорость чтения BDXL,,1,21213400
1341,213,Комплектация,,1,21313410
1342,216,Время работы,,1,21613420
1343,56,Модель клавиатуры,,1,5613430
1344,53,Модель блока питания,,1,5313440
1345,56,Модель монитора,,1,5613450
1346,49,Модель оптического привода,,1,4913460
1347,56,Модель мыши,,1,5613470
1348,217,Дата выхода на рынок,,1,21713480
1349,218,Назначение,,1,21813490
1350,218,Мощность,,1,21813500
1351,218,Время уборки,,1,21813510
1352,218,База с мусоросборником,,1,21813520
1353,218,Цвет корпуса,,1,21813530
1354,219,Влажная уборка,,1,21913540
1355,219,Боковые щетки,,1,21913550
1356,219,Турбощётка,,1,21913560
1357,219,Влажная салфетка (мини-швабра),,1,21913570
1358,219,Ультрафиолетовая лампа,,1,21913580
1359,219,Объём пылесборника,,1,21913590
1360,219,Объём резервуара для воды,,1,21913600
1361,220,Навигационная камера,,1,22013610
1362,220,Лидар,,1,22013620
1363,220,Датчики препятствий,,1,22013630
1364,220,Датчики перепада высоты,,1,22013640
1365,220,Автоматический возврат на базу,,1,22013650
1366,221,Режим локальной уборки,,1,22113660
1367,221,Программирование графика уборки,,1,22113670
1368,221,Пульт ДУ,,1,22113680
1369,221,Управление со смартфона,,1,22113690
1370,222,Тип аккумулятора,,1,22213700
1371,222,Емкость аккумулятора,,1,22213710
1372,222,Время зарядки,,1,22213720
1373,223,Уровень шума,,1,22313730
1374,224,Ширина,,1,22413740
1375,224,Глубина,,1,22413750
1376,224,Высота,,1,22413760
1377,224,Вес,,1,22413770
1378,218,Площадь уборки,,1,21813780
1379,219,Датчики загрязнения,,1,21913790
1380,220,Умная навигация,,1,22013800
1381,220,"""Виртуальная стена"" в комплекте",,1,22013810
1382,220,"Настройка ""виртуальной стены"" из приложения",,1,22013820
1383,220,Макс. высота порогов,,1,22013830
1384,220,Настройка траектории движения,,1,22013840
1385,225,Комплектация,,1,22513850
1386,221,Режим быстрой уборки,,1,22113860
1387,218,Мощность всасывания,,1,21813870
1578,256,Дата выхода на рынок,,1,25615780
1579,257,Тип,,1,25715790
1580,257,Операционная система,,1,25715800
1581,257,Версия операционной системы,,1,25715810
1582,257,Размер экрана,,1,25715820
1583,257,Разрешение экрана,,1,25715830
1584,257,Оперативная память,,1,25715840
1585,257,Флэш-память,,1,25715850
1586,257,Встроенная камера,,1,25715860
1587,257,Количество основных камер,,1,25715870
1588,257,Количество точек матрицы,,1,25715880
1589,257,Количество SIM-карт,,1,25715890
1590,257,Формат SIM-карты,,1,25715900
1591,257,Максимальное разрешение видео,,1,25715910
1592,257,Поддержка карт памяти,,1,25715920
1593,258,Платформа,,1,25815930
1594,258,Процессор,,1,25815940
1595,258,Тактовая частота процессора,,1,25815950
1596,258,Количество ядер,,1,25815960
1597,258,Микроархитектура ЦПУ,,1,25815970
1598,258,Разрядность процессора,,1,25815980
1599,258,Техпроцесс,,1,25815990
1600,258,Графический ускоритель,,1,25816000
1601,259,Конструкция корпуса,,1,25916010
1602,259,Сменные панели,,1,25916020
1603,259,Материал корпуса,,1,25916030
1604,259,Цвет корпуса,,1,25916040
1605,259,Цвет фронтальной панели,,1,25916050
1606,259,Ударопрочный корпус,,1,25916060
1607,259,Пыле- и влагозащита,,1,25916070
1608,259,Физическая QWERTY-клавиатура,,1,25916080
1610,259,Раздельные слоты SIM 2 и карт памяти,,1,25916100
1612,259,Кнопка SOS,,1,25916120
1616,260,Вес,,1,26016160
1617,261,Технология экрана,,1,26116170
1618,261,Количество цветов экрана,,1,26116180
1619,261,Разрешающая способность экрана,,1,26116190
1620,261,Соотношение сторон,,1,26116200
1621,261,Сенсорный экран,,1,26116210
1622,262,Характеристики камеры,,1,26216220
1623,262,Дополнительные модули камеры,,1,26216230
1624,262,Встроенная вспышка,,1,26216240
1625,262,Автоматическая фокусировка,,1,26216250
1626,262,Оптическая стабилизация,,1,26216260
1627,262,Диафрагма основной камеры,,1,26216270
1628,262,Максимальное количество кадров в секунду,,1,26216280
1629,263,Фронтальная камера,,1,26316290
1630,263,Двойная камера,,1,26316300
1631,263,Автоматическая фокусировка,,1,26316310
1632,263,Оптическая стабилизация,,1,26316320
1633,263,Встроенная вспышка,,1,26316330
1634,263,Диафрагма,,1,26316340
1635,263,Максимальное разрешение видео,,1,26316350
1636,264,Светодиодный индикатор,,1,26416360
1637,264,Стереодинамики,,1,26416370
1638,264,Сканер отпечатка пальца,,1,26416380
1639,264,Сканер карты лица или радужки глаза,,1,26416390
1640,264,Разблокировка по лицу,,1,26416400
1641,264,Регистрация силы нажатий,,1,26416410
1642,264,Монитор сердечного ритма,,1,26416420
1643,264,Работа в перчатках,,1,26416430
1644,264,ИК-передатчик,,1,26416440
1645,264,FM-приёмник,,1,26416450
1646,264,Беспроводная зарядка,,1,26416460
1647,264,Обратная беспроводная зарядка,,1,26416470
1648,264,Быстрая зарядка,,1,26416480
1649,265,Акселерометр,,1,26516490
1650,265,Гироскоп,,1,26516500
1651,265,Датчик освещенности,,1,26516510
1652,265,Барометр,,1,26516520
1653,265,ANT+,,1,26516530
1654,266,GPS,,1,26616540
1655,266,ГЛОНАСС,,1,26616550
1656,266,Beidou,,1,26616560
1657,267,EDGE,,1,26716570
1658,267,HSPA,,1,26716580
1659,267,HSPA+,,1,26716590
1660,267,LTE,,1,26716600
1661,267,5G,,1,26716610
1662,267,Поддерживаемые частоты и полосы,,1,26716620
1663,268,Bluetooth,,1,26816630
1664,268,Аудиовыход,,1,26816640
1665,268,Wi-Fi,,1,26816650
1666,268,Разъём подключения,,1,26816660
1667,268,HDMI-выход,,1,26816670
1668,268,NFC,,1,26816680
1669,269,Тип аккумулятора,,1,26916690
1670,269,Емкость аккумулятора,,1,26916700
1671,269,Несъёмный аккумулятор,,1,26916710
1672,270,Комплект поставки,,1,27016720
1673,259,Материал задней крышки,,1,25916730
1674,261,Частота обновления экрана,,1,26116740
1675,262,Оптический зум,,1,26216750
4637,66,RS-232,,1,6646370
1676,261,Защита от царапин,,1,26116760
1677,258,Частота ГПУ,,1,25816770
1678,269,Время разговора,,1,26916780
1679,269,Время работы в интернете (LTE),,1,26916790
1680,269,Время работы в интернете (Wi-Fi),,1,26916800
1681,269,Время воспроизведения видео,,1,26916810
1682,269,Время воспроизведения аудио,,1,26916820
1683,271,Принадлежности,,1,27116830
1684,269,Время ожидания,,1,26916840
1685,270,Перо (стилус),,1,27016850
1686,258,Аудиопроцессор,,1,25816860
1687,272,SAR,,1,27216870
1688,261,Технология дополнительного экрана,,1,26116880
1689,269,Время зарядки,,1,26916890
1690,256,Обзоры на русскоязычных сайтах,,0,25616900
1787,287,Дата выхода на рынок,,1,28717870
1788,288,Тип,,1,28817880
1789,288,Номинальная мощность (RMS),,1,28817890
1790,288,Питание,,1,28817900
1791,288,Спикерфон,,1,28817910
1792,288,Проигрывание аудио по USB,,1,28817920
1793,288,Карты памяти,,1,28817930
1794,288,Функция зарядного устройства,,1,28817940
1795,288,Цвет,,1,28817950
1796,289,Стереодинамики,,1,28917960
1797,289,Панорамное аудио,,1,28917970
1798,289,Частотный диапазон,,1,28917980
1799,289,Диаметр широкополосного динамика,,1,28917990
1800,290,Материал корпуса,,1,29018000
1801,290,Пыле- и влагозащита,,1,29018010
1802,290,Возможность переноски/крепежа,,1,29018020
1803,291,Голосовой ассистент,,1,29118030
1804,291,Поддержка интернет-радио,,1,29118040
1805,291,Синхронизация,,1,29118050
1806,291,FM-радио,,1,29118060
1807,291,Пульт ДУ,,1,29118070
1808,291,Часы,,1,29118080
1809,291,Будильник,,1,29118090
1810,291,Многопользовательский режим,,1,29118100
1811,291,Быстрая зарядка,,1,29118110
1812,291,Подсветка корпуса,,1,29118120
1813,292,Bluetooth,,1,29218130
1814,292,Wi-Fi,,1,29218140
1815,292,DLNA,,1,29218150
1816,292,USB,,1,29218160
1817,292,Линейный аудиовход,,1,29218170
1818,292,Линейный аудиовыход,,1,29218180
1819,292,NFC,,1,29218190
1820,292,NearFA,,1,29218200
1821,292,Цифровой вход S/PDIF,,1,29218210
1822,292,Цифровой выход S/PDIF,,1,29218220
1823,292,Выход на наушники,,1,29218230
1824,292,Ethernet,,1,29218240
1825,292,AirPlay,,1,29218250
1826,292,Chromecast Built-in,,1,29218260
1827,292,DTS Play-Fi,,1,29218270
1828,293,Аккумулятор,,1,29318280
1829,293,Ёмкость аккумулятора,,1,29318290
1830,294,Высота,,1,29418300
1831,294,Ширина,,1,29418310
1832,294,Глубина,,1,29418320
1833,296,Встроенная камера,,1,29618330
1834,294,Вес,,1,29418340
1835,296,Тип,,1,29618350
1836,297,Комплектация,,1,29718360
1837,296,Поддержка платформ,,1,29618370
1838,296,С SIM-картой,,1,29618380
1839,296,Детские,,1,29618390
1840,296,Материал корпуса,,1,29618400
1841,296,Цвет корпуса,,1,29618410
1842,296,Материал браслета,,1,29618420
1843,296,Цвет браслета,,1,29618430
1844,298,Автораспознавание тренировок,,1,29818440
1845,298,Планировщик тренировок,,1,29818450
1846,298,Встроенный музыкальный плеер,,1,29818460
1847,298,Магазин приложений,,1,29818470
1848,298,Умный будильник,,1,29818480
1849,298,Уведомления,,1,29818490
1850,298,Звонки,,1,29818500
1851,298,Голосовое управление,,1,29818510
1852,298,Бесконтактные платежи,,1,29818520
1853,299,Пыле- и влагозащита,,1,29918530
1854,299,Вибрация,,1,29918540
1855,299,Сменный браслет,,1,29918550
1856,300,Технология экрана,,1,30018560
1857,300,Размер экрана,,1,30018570
1858,300,Сенсорный экран,,1,30018580
1859,300,Сенсорная кнопка,,1,30018590
1860,300,Защита от царапин,,1,30018600
1861,300,Постоянная работа экрана,,1,30018610
1862,301,Акселерометр,,1,30118620
1863,301,Гироскоп,,1,30118630
1864,301,Датчик освещенности,,1,30118640
1865,301,Барометр,,1,30118650
1866,301,Шагомер,,1,30118660
1867,301,Пульсометр,,1,30118670
1868,301,Измерение насыщенности крови кислородом,,1,30118680
1869,301,Компас,,1,30118690
1870,301,Глубиномер,,1,30118700
1871,302,GPS,,1,30218710
1872,302,ГЛОНАСС,,1,30218720
1873,303,Bluetooth,,1,30318730
1874,303,Аудиовыход,,1,30318740
1875,303,Wi-Fi,,1,30318750
1876,303,USB,,1,30318760
1877,303,NFC,,1,30318770
1878,304,Тип аккумулятора,,1,30418780
1879,304,Емкость аккумулятора,,1,30418790
1880,304,Время работы,,1,30418800
1881,304,Беспроводная зарядка,,1,30418810
1882,304,Зарядка от солнца,,1,30418820
1883,289,Количество динамиков,,1,28918830
1884,290,Дисплей,,1,29018840
1885,291,Стриминговые сервисы,,1,29118850
1886,291,Поддержка аудиокодеков Bluetooth,,1,29118860
1887,292,HDMI-выход,,1,29218870
1888,292,Микрофонный вход,,1,29218880
1889,292,Гитарный вход,,1,29218890
1890,295,Дата выхода на рынок,,1,29518900
1891,293,Время работы от аккумулятора,,1,29318910
1892,296,Оперативная память,,1,29618920
1893,296,Флэш-память,,1,29618930
1894,296,Программная платформа,,1,29618940
1895,298,Спортивные профили,,1,29818950
1896,298,Дистанционное управление,,1,29818960
1897,305,Длина,,1,30518970
1898,305,Ширина,,1,30518980
1899,305,Толщина,,1,30518990
1900,305,Вес,,1,30519000
1901,300,Разрешение экрана,,1,30019010
1902,300,Разрешающая способность экрана,,1,30019020
1903,300,Подсветка экрана,,1,30019030
1904,300,Аналоговый циферблат,,1,30019040
1905,306,Поддержка карт памяти,,1,30619050
1906,307,Комплектация,,1,30719060
1907,289,Количество полос,,1,28919070
1908,305,Размеры браслета,,1,30519080
1909,301,Датчик ЭКГ,,1,30119090
1910,304,Время зарядки,,1,30419100
1911,289,Количество пассивных динамиков,,1,28919110
1912,289,Акустическое оформление,,1,28919120
1913,289,Диаметр НЧ-динамика (вуфера),,1,28919130
1914,289,Диаметр ВЧ-динамика (твитера),,1,28919140
1915,296,Количество точек матрицы,,1,29619150
1916,308,Запись видео,,1,30819160
1917,293,Время зарядки аккумулятора,,1,29319170
1918,300,Количество цветов экрана,,1,30019180
1919,309,Тактовая частота процессора,,1,30919190
1920,289,Диаметр СЧ/ВЧ-динамика,,1,28919200
1921,289,Диаметр НЧ/СЧ-динамика,,1,28919210
1922,291,Поддержка форматов файлов,,1,29119220
1923,289,Импеданс,,1,28919230
1924,289,Диаметр СЧ-динамика,,1,28919240
1925,310,Ёмкость,,1,31019250
1926,310,Входной разъём,,1,31019260
1927,310,Выходной разъём,,1,31019270
1928,310,Количество выходов,,1,31019280
1929,310,Выходное напряжение,,1,31019290
1930,310,Макс. выходной ток,,1,31019300
1931,310,Быстрая зарядка,,1,31019310
1932,310,Материал корпуса,,1,31019320
1933,310,Цвет,,1,31019330
1934,311,Входное напряжение,,1,31119340
1935,311,Макс. входной ток,,1,31119350
1936,311,Выходная мощность,,1,31119360
1937,312,Длина,,1,31219370
1938,312,Ширина,,1,31219380
1939,312,Высота,,1,31219390
1940,313,Индикация заряда,,1,31319400
1941,313,Солнечная батарея,,1,31319410
1942,313,Фонарь,,1,31319420
1943,313,Сквозной заряд,,1,31319430
1944,313,Беспроводная зарядка,,1,31319440
1945,314,Кабель,,1,31419450
1946,314,Сетевой кабель/адаптер,,1,31419460
1947,314,Автомобильный адаптер,,1,31419470
1948,314,Чехол,,1,31419480
1949,314,Количество переходников,,1,31419490
1950,314,Стандартные переходники,,1,31419500
1951,310,"Пыле-, влаго-, ударопрочность",,1,31019510
1952,310,Power Delivery,,1,31019520
1953,312,Вес,,1,31219530
1954,308,Максимальное количество кадров в секунду,,1,30819540
1955,316,Дата выхода на рынок,,1,31619550
1956,317,Тип,,1,31719560
1957,317,Издание,,1,31719570
1958,317,Объем накопителя,,1,31719580
1959,317,Максимальное разрешение в играх,,1,31719590
1960,317,Оптический привод,,1,31719600
1961,317,Количество игр,,1,31719610
1962,317,Игры в комплекте,,1,31719620
1963,317,Стилизация под игру,,1,31719630
1964,317,Цвет,,1,31719640
1965,318,HDR,,1,31819650
1966,318,Стриминг игр с консоли,,1,31819660
1967,318,Установка игр на внешний диск,,1,31819670
1968,318,Замена встроенного накопителя,,1,31819680
1969,319,Центральный процессор,,1,31919690
1970,319,Частота центрального процессора,,1,31919700
1971,319,Количество ядер,,1,31919710
1972,319,Графический процессор,,1,31919720
1973,319,Частота графического процессора,,1,31919730
1974,319,Объем памяти,,1,31919740
1975,319,Тип памяти,,1,31919750
1976,319,Пропускная способность памяти,,1,31919760
1977,319,Тип накопителя,,1,31919770
1978,319,Скорость чтения данных,,1,31919780
1979,320,Геймпад,,1,32019790
1980,320,Виброотклик,,1,32019800
1981,320,Поддержка Bluetooth,,1,32019810
1982,320,Питание геймпада,,1,32019820
1983,320,Количество геймпадов,,1,32019830
1984,320,Бесконтактный контроллер,,1,32019840
1985,320,Гарнитура,,1,32019850
1986,320,Полная комплектация,,1,32019860
1987,321,Wi-Fi,,1,32119870
1988,321,Ethernet,,1,32119880
1989,321,Bluetooth,,1,32119890
1990,321,HDMI-выход,,1,32119900
1991,321,Оптический аудиовыход,,1,32119910
1992,321,HDMI-вход,,1,32119920
1993,321,USB,,1,32119930
1994,321,USB-C,,1,32119940
1995,321,Компонентный видеовыход,,1,32119950
1996,321,Композитный видеовыход,,1,32119960
1997,321,Аудиовыход,,1,32119970
1998,321,Карты памяти,,1,32119980
1999,321,Проприетарный разъем,,1,32119990
2000,322,Длина,,1,32220000
2001,322,Ширина,,1,32220010
2002,322,Высота,,1,32220020
2003,322,Вес,,1,32220030
2004,320,Емкость аккумулятора,,1,32020040
2005,319,Кэш процессора,,1,31920050
2006,323,Игры для PlayStation 4,,1,32320060
2007,323,Игры для Xbox One,,1,32320070
2008,319,Аккумулятор,,1,31920080
2009,324,Диагональ,,1,32420090
2010,324,Разрешение,,1,32420100
2011,323,Игры для Nintendo Switch,,1,32320110
2012,320,Вид игры,,1,32020120
2013,325,Дата выхода на рынок,,1,32520130
2014,326,Тип,,1,32620140
2015,326,Усилитель,,1,32620150
2016,326,Суммарная максимальная мощность,,1,32620160
2017,326,Подключение колонок через USB,,1,32620170
2018,326,Материал корпуса колонок,,1,32620180
2019,326,Пульт ДУ,,1,32620190
2020,326,FM-приёмник,,1,32620200
2021,326,Наличие экрана,,1,32620210
2022,326,Цвет,,1,32620220
2023,327,Мощность,,1,32720230
2024,327,Количество полос,,1,32720240
2025,327,Количество динамиков,,1,32720250
2026,327,Диаметр НЧ-динамика (вуфера),,1,32720260
2027,327,Диаметр ВЧ-динамика (твитера),,1,32720270
2028,327,Нижняя граница част. диапазона,,1,32720280
2029,327,Верхняя граница част. диапазона,,1,32720290
2030,327,Высота,,1,32720300
2031,327,Ширина,,1,32720310
2032,327,Глубина,,1,32720320
2033,327,Вес колонки,,1,32720330
2034,328,Bluetooth,,1,32820340
2035,328,Wi-Fi,,1,32820350
2036,328,DLNA,,1,32820360
2037,328,Линейный аудиовход,,1,32820370
2038,328,Линейный аудиовыход,,1,32820380
2039,328,NFC,,1,32820390
2040,328,Цифровой вход S/PDIF,,1,32820400
2041,328,Выход на наушники,,1,32820410
2042,328,Выход на внешний сабвуфер,,1,32820420
2043,328,Микрофонный вход,,1,32820430
2044,328,AirPlay,,1,32820440
2045,328,Картридер,,1,32820450
2046,328,USB,,1,32820460
2047,326,Соотношение сигнал/шум усилителя,,1,32620470
2048,326,Акустическое оформление,,1,32620480
2049,326,Материал корпуса сабвуфера,,1,32620490
2050,327,Диаметр НЧ/СЧ-динамика,,1,32720500
4638,380,Ширина,,1,38046380
2051,329,Мощность сабвуфера,,1,32920510
2052,329,Диаметр динамика,,1,32920520
2053,329,Нижняя граница част. диапазона сабвуфера,,1,32920530
2054,329,Высота сабвуфера,,1,32920540
2055,329,Ширина сабвуфера,,1,32920550
2056,329,Глубина сабвуфера,,1,32920560
2057,328,Ethernet,,1,32820570
2058,326,Общий вес,,1,32620580
2059,327,Диаметр СЧ-динамика,,1,32720590
2060,330,Мощность,,1,33020600
2061,330,Количество полос,,1,33020610
2062,330,Количество динамиков,,1,33020620
2063,330,Нижняя граница част. диапазона,,1,33020630
2064,330,Верхняя граница част. диапазона,,1,33020640
2065,330,Высота,,1,33020650
2066,330,Ширина,,1,33020660
2067,330,Глубина,,1,33020670
2068,331,Мощность,,1,33120680
2069,331,Количество полос,,1,33120690
2070,331,Количество динамиков,,1,33120700
2071,331,Нижняя граница част. диапазона,,1,33120710
2072,331,Верхняя граница част. диапазона,,1,33120720
2073,331,Высота,,1,33120730
2074,331,Ширина,,1,33120740
2075,331,Глубина,,1,33120750
2076,329,Верхняя граница част. диапазона сабвуфера,,1,32920760
2077,327,Диаметр широкополосного динамика,,1,32720770
2078,332,Комплект поставки,,1,33220780
2079,333,Питание от USB,,1,33320790
2080,326,Суммарная номинальная мощность (RMS),,1,32620800
2081,326,Подсветка корпуса,,1,32620810
2082,324,Количество цветов,,1,32420820
2083,333,Тип аккумулятора,,1,33320830
2084,333,Ёмкость,,1,33320840
2085,333,Съёмный аккумулятор,,1,33320850
2086,333,Время работы,,1,33320860
2087,319,Битность,,1,31920870
2088,329,Вес сабвуфера,,1,32920880
2089,326,Чувствительность,,1,32620890
2090,319,Объем видеопамяти,,1,31920900
2152,327,Диаметр СЧ/ВЧ-динамика,,1,32721520
2340,21,Поддержка активного пера,,1,2123400
2359,25,Основная камера,,1,2523590
