id,CurrencyID,Scale,Rate,WriteDate
692,126,10,6.9436,2021-04-13 05:49:02.000000
693,33,10,4.0373,2021-04-13 05:49:02.000000
694,160,1,2.6398,2021-04-14 09:43:03.000000
695,51,1,3.1403,2021-04-14 09:43:03.000000
696,126,10,6.8819,2021-04-14 09:43:03.000000
697,33,10,4.0312,2021-04-14 09:43:03.000000
698,132,100,3.4181,2021-04-14 09:43:03.000000
699,160,1,2.6145,2021-04-15 05:45:01.000000
700,126,10,6.8568,2021-04-15 05:45:01.000000
701,33,10,4.0029,2021-04-15 05:45:01.000000
702,132,100,3.4537,2021-04-15 05:45:01.000000
703,160,1,2.6121,2021-04-16 01:47:02.000000
704,51,1,3.1260,2021-04-16 01:47:02.000000
705,126,10,6.8683,2021-04-16 01:47:02.000000
706,33,10,4.0035,2021-04-16 01:47:02.000000
707,132,100,3.4019,2021-04-16 01:47:02.000000
708,160,1,2.5965,2021-04-17 07:50:01.000000
709,126,10,6.8401,2021-04-17 07:50:01.000000
710,33,10,3.9812,2021-04-17 07:50:01.000000
711,132,100,3.4363,2021-04-17 07:50:01.000000
712,160,1,2.5960,2021-04-20 05:58:01.000000
713,51,1,3.1140,2021-04-20 05:58:01.000000
714,126,10,6.8707,2021-04-20 05:58:01.000000
715,33,10,3.9885,2021-04-20 05:58:01.000000
716,132,100,3.4055,2021-04-20 05:58:01.000000
717,160,1,2.5864,2021-04-21 02:00:02.000000
718,51,1,3.1186,2021-04-21 02:00:02.000000
719,126,10,6.8457,2021-04-21 02:00:02.000000
720,33,10,3.9807,2021-04-21 02:00:02.000000
721,132,100,3.4027,2021-04-21 02:00:02.000000
722,160,1,2.5980,2021-04-22 11:57:15.000000
723,51,1,3.1209,2021-04-22 11:57:15.000000
724,126,10,6.8495,2021-04-22 11:57:15.000000
725,33,10,3.9976,2021-04-22 11:57:15.000000
726,132,100,3.3814,2021-04-22 11:57:15.000000
727,160,1,2.5947,2021-04-23 04:48:30.000000
728,51,1,3.1253,2021-04-23 04:48:30.000000
729,126,10,6.8567,2021-04-23 04:48:30.000000
730,33,10,3.9974,2021-04-23 04:48:30.000000
731,132,100,3.3951,2021-04-23 04:48:30.000000
732,160,1,2.5687,2021-04-24 00:36:02.000000
733,33,10,3.9556,2021-04-24 00:36:02.000000
734,160,1,2.5309,2021-05-13 00:08:56.000000
735,51,1,3.0705,2021-05-13 00:08:56.000000
736,33,10,3.9294,2021-05-13 00:08:56.000000
737,160,1,2.5327,2021-05-14 20:07:19.000000
738,51,1,3.0619,2021-05-14 20:07:19.000000
739,33,10,3.9229,2021-05-14 20:07:19.000000
740,160,1,2.5256,2021-05-15 00:37:58.000000
741,51,1,3.0596,2021-05-15 00:37:58.000000
742,33,10,3.9236,2021-05-15 00:37:58.000000
743,160,1,2.5215,2021-05-16 10:06:07.000000
744,51,1,3.0606,2021-05-16 10:06:07.000000
745,33,10,3.9171,2021-05-16 10:06:07.000000
746,160,1,2.5180,2021-05-18 06:13:09.000000
747,51,1,3.0592,2021-05-18 06:13:09.000000
748,33,10,3.9102,2021-05-18 06:13:09.000000
749,160,1,2.5161,2021-05-19 01:30:06.000000
750,51,1,3.0695,2021-05-19 01:30:06.000000
751,33,10,3.9160,2021-05-19 01:30:06.000000
752,51,1,3.0758,2021-05-20 07:33:03.000000
753,33,10,3.9077,2021-05-20 07:33:03.000000
754,160,1,2.5132,2021-05-21 03:35:03.000000
755,51,1,3.0650,2021-05-21 03:35:03.000000
756,160,1,2.5080,2021-05-22 09:38:01.000000
757,51,1,3.0636,2021-05-22 09:38:01.000000
758,33,10,3.9000,2021-05-22 09:38:01.000000
759,160,1,2.5092,2021-05-25 07:45:01.000000
760,51,1,3.0611,2021-05-25 07:45:01.000000
761,33,10,3.9031,2021-05-25 07:45:01.000000
762,160,1,2.5039,2021-05-26 03:46:03.000000
763,51,1,3.0685,2021-05-26 03:46:03.000000
764,33,10,3.9096,2021-05-26 03:46:03.000000
765,160,1,2.5062,2021-05-27 09:49:03.000000
766,51,1,3.0687,2021-05-27 09:49:03.000000
767,33,10,3.9201,2021-05-27 09:49:03.000000
768,160,1,2.5235,2021-05-28 05:51:02.000000
769,51,1,3.0777,2021-05-28 05:51:02.000000
770,33,10,3.9568,2021-05-28 05:51:02.000000
771,160,1,2.5329,2021-05-29 01:53:02.000000
772,51,1,3.0870,2021-05-29 01:53:02.000000
773,33,10,3.9786,2021-05-29 01:53:02.000000
774,160,1,2.5328,2021-06-01 00:00:01.000000
775,51,1,3.0884,2021-06-01 00:00:01.000000
776,160,1,2.5312,2021-06-02 06:03:01.000000
777,51,1,3.0944,2021-06-02 06:03:01.000000
778,33,10,3.9674,2021-06-02 06:03:01.000000
779,160,1,2.5383,2021-06-03 02:05:07.000000
780,51,1,3.0950,2021-06-03 02:05:07.000000
781,33,10,3.9760,2021-06-03 02:05:07.000000
782,160,1,2.5374,2021-06-04 08:08:02.000000
783,51,1,3.0927,2021-06-04 08:08:02.000000
784,33,10,3.9704,2021-06-04 08:08:02.000000
785,160,1,2.5388,2021-06-05 04:10:03.000000
786,51,1,3.0760,2021-06-05 04:10:03.000000
787,33,10,3.9605,2021-06-05 04:10:03.000000
788,160,1,2.5282,2021-06-08 02:16:06.000000
789,51,1,3.0741,2021-06-08 02:16:06.000000
790,33,10,3.9523,2021-06-08 02:16:06.000000
791,160,1,2.5222,2021-06-09 08:19:04.000000
792,51,1,3.0697,2021-06-09 08:19:04.000000
793,33,10,3.9422,2021-06-09 08:19:04.000000
794,160,1,2.5007,2021-06-10 04:21:03.000000
795,51,1,3.0465,2021-06-10 04:21:03.000000
796,33,10,3.9151,2021-06-10 04:21:03.000000
797,160,1,2.4976,2021-06-11 00:22:02.000000
798,51,1,3.0383,2021-06-11 00:22:02.000000
799,33,10,3.9078,2021-06-11 00:22:02.000000
800,160,1,2.4810,2021-06-12 06:25:02.000000
801,51,1,3.0232,2021-06-12 06:25:02.000000
802,33,10,3.8821,2021-06-12 06:25:02.000000
803,160,1,2.4892,2021-06-15 04:31:02.000000
804,51,1,3.0149,2021-06-15 04:31:02.000000
805,33,10,3.8902,2021-06-15 04:31:02.000000
806,160,1,2.4866,2021-06-16 00:33:02.000000
807,51,1,3.0173,2021-06-16 00:33:02.000000
808,33,10,3.8853,2021-06-16 00:33:02.000000
809,160,1,2.4954,2021-06-17 06:36:02.000000
810,51,1,3.0262,2021-06-17 06:36:02.000000
811,33,10,3.8999,2021-06-17 06:36:02.000000
812,160,1,2.5207,2021-06-18 02:38:05.000000
813,51,1,3.0125,2021-06-18 02:38:05.000000
814,33,10,3.9185,2021-06-18 02:38:05.000000
815,160,1,2.5153,2021-06-19 08:41:03.000000
816,51,1,2.9964,2021-06-19 08:41:03.000000
817,33,10,3.9080,2021-06-19 08:41:03.000000
818,51,1,3.0068,2021-06-22 06:47:02.000000
819,33,10,3.9148,2021-06-22 06:47:02.000000
820,160,1,2.5368,2021-06-23 02:49:02.000000
821,51,1,3.0185,2021-06-23 02:49:02.000000
822,33,10,3.9170,2021-06-23 02:49:02.000000
823,160,1,2.5362,2021-06-24 08:51:04.000000
824,51,1,3.0260,2021-06-24 08:51:04.000000
825,33,10,3.9157,2021-06-24 08:51:04.000000
826,160,1,2.5335,2021-06-25 04:53:04.000000
827,51,1,3.0246,2021-06-25 04:53:04.000000
828,33,10,3.9165,2021-06-25 04:53:04.000000
829,160,1,2.5295,2021-06-26 00:55:01.000000
830,51,1,3.0210,2021-06-26 00:55:01.000000
831,33,10,3.9203,2021-06-26 00:55:01.000000
832,160,1,2.5260,2021-06-29 09:03:01.000000
833,51,1,3.0142,2021-06-29 09:03:01.000000
834,33,10,3.9126,2021-06-29 09:03:01.000000
835,33,10,3.9193,2021-06-30 05:05:02.000000
836,160,1,2.5324,2021-07-01 01:07:01.000000
837,51,1,3.0116,2021-07-01 01:07:01.000000
838,33,10,3.9213,2021-07-01 01:07:01.000000
839,51,1,3.0002,2021-07-02 07:22:58.000000
840,33,10,3.9163,2021-07-02 07:22:58.000000
841,160,1,2.5426,2021-07-03 03:11:05.000000
842,51,1,3.0073,2021-07-03 03:11:05.000000
843,33,10,3.9230,2021-07-03 03:11:05.000000
844,160,1,2.5358,2021-07-06 01:18:05.000000
845,51,1,3.0105,2021-07-06 01:18:05.000000
846,33,10,3.9247,2021-07-06 01:18:05.000000
847,160,1,2.5340,2021-07-07 07:32:04.000000
848,51,1,3.0035,2021-07-07 07:32:04.000000
849,33,10,3.9190,2021-07-07 07:32:04.000000
850,160,1,2.5552,2021-07-08 03:23:01.000000
851,51,1,3.0223,2021-07-08 03:23:01.000000
852,33,10,3.9532,2021-07-08 03:23:01.000000
853,160,1,2.5921,2021-07-09 09:26:03.000000
854,51,1,3.0649,2021-07-09 09:26:03.000000
855,33,10,3.9991,2021-07-09 09:26:03.000000
856,160,1,2.5743,2021-07-10 05:28:05.000000
857,51,1,3.0502,2021-07-10 05:28:05.000000
858,33,10,3.9680,2021-07-10 05:28:05.000000
859,160,1,2.5704,2021-07-13 03:35:05.000000
860,33,10,3.9699,2021-07-13 03:35:05.000000
861,160,1,2.5663,2021-07-14 09:38:02.000000
862,51,1,3.0422,2021-07-14 09:38:02.000000
863,160,1,2.5613,2021-07-15 05:40:06.000000
864,51,1,3.0212,2021-07-15 05:40:06.000000
865,33,10,3.9591,2021-07-15 05:40:06.000000
866,160,1,2.5442,2021-07-16 01:42:03.000000
867,51,1,3.0112,2021-07-16 01:42:03.000000
868,33,10,3.9396,2021-07-16 01:42:03.000000
869,160,1,2.5338,2021-07-17 07:45:05.000000
870,51,1,2.9919,2021-07-17 07:45:05.000000
871,33,10,3.9183,2021-07-17 07:45:05.000000
872,160,1,2.5359,2021-07-20 05:51:06.000000
873,51,1,2.9875,2021-07-20 05:51:06.000000
874,160,1,2.5348,2021-07-21 01:53:02.000000
875,51,1,2.9873,2021-07-21 01:53:02.000000
876,33,10,3.9125,2021-07-21 01:53:02.000000
877,51,1,2.9794,2021-07-22 07:56:01.000000
878,33,10,3.9137,2021-07-22 07:56:01.000000
879,160,1,2.5148,2021-07-23 03:58:03.000000
880,51,1,2.9662,2021-07-23 03:58:03.000000
881,33,10,3.8888,2021-07-23 03:58:03.000000
882,160,1,2.5136,2021-07-24 10:01:03.000000
883,51,1,2.9597,2021-07-24 10:01:03.000000
884,33,10,3.8824,2021-07-24 10:01:03.000000
885,160,1,2.5196,2021-07-27 08:08:04.000000
886,51,1,2.9703,2021-07-27 08:08:04.000000
887,33,10,3.8871,2021-07-27 08:08:04.000000
888,160,1,2.5224,2021-07-28 04:10:05.000000
889,51,1,2.9721,2021-07-28 04:10:05.000000
890,33,10,3.8800,2021-07-28 04:10:05.000000
891,160,1,2.5216,2021-07-29 00:12:03.000000
892,51,1,2.9776,2021-07-29 00:12:03.000000
893,33,10,3.8807,2021-07-29 00:12:03.000000
894,160,1,2.5105,2021-07-30 06:15:03.000000
895,51,1,2.9797,2021-07-30 06:15:03.000000
896,33,10,3.8867,2021-07-30 06:15:03.000000
897,160,1,2.4997,2021-07-31 02:17:07.000000
898,51,1,2.9741,2021-07-31 02:17:07.000000
899,33,10,3.8704,2021-07-31 02:17:07.000000
900,160,1,2.4968,2021-08-03 00:24:04.000000
901,51,1,2.9665,2021-08-03 00:24:04.000000
902,33,10,3.8647,2021-08-03 00:24:04.000000
903,160,1,2.5038,2021-08-04 06:27:04.000000
904,51,1,2.9744,2021-08-04 06:27:04.000000
905,33,10,3.8732,2021-08-04 06:27:04.000000
906,160,1,2.5158,2021-08-05 02:29:03.000000
907,51,1,2.9835,2021-08-05 02:29:03.000000
908,33,10,3.8933,2021-08-05 02:29:03.000000
909,160,1,2.5248,2021-08-06 08:32:01.000000
910,51,1,2.9886,2021-08-06 08:32:01.000000
911,33,10,3.9071,2021-08-06 08:32:01.000000
912,160,1,2.5140,2021-08-07 04:34:06.000000
913,51,1,2.9735,2021-08-07 04:34:06.000000
914,33,10,3.8870,2021-08-07 04:34:06.000000
915,160,1,2.5118,2021-08-13 19:47:29.000000
916,51,1,2.9510,2021-08-13 19:47:29.000000
917,33,10,3.8788,2021-08-13 19:47:29.000000
918,160,1,2.5025,2021-08-14 05:42:04.000000
919,51,1,2.9345,2021-08-14 05:42:04.000000
920,33,10,3.8609,2021-08-14 05:42:04.000000
921,160,1,2.4958,2021-08-17 03:49:02.000000
922,51,1,2.9392,2021-08-17 03:49:02.000000
923,33,10,3.8546,2021-08-17 03:49:02.000000
924,160,1,2.5191,2021-08-20 11:37:17.000000
925,51,1,2.9440,2021-08-20 11:37:17.000000
926,33,10,3.8808,2021-08-20 11:37:17.000000
927,160,1,2.5065,2021-08-25 17:36:12.000000
928,51,1,2.9413,2021-08-25 17:36:12.000000
929,33,10,3.8684,2021-08-25 17:36:12.000000
930,160,1,2.5058,2021-08-26 08:11:03.000000
931,51,1,2.9432,2021-08-26 08:11:03.000000
932,33,10,3.8695,2021-08-26 08:11:03.000000
933,160,1,2.5137,2021-08-27 04:12:03.000000
934,51,1,2.9593,2021-08-27 04:12:03.000000
935,33,10,3.8773,2021-08-27 04:12:03.000000
936,160,1,2.5175,2021-08-28 00:14:03.000000
937,51,1,2.9591,2021-08-28 00:14:03.000000
938,33,10,3.8863,2021-08-28 00:14:03.000000
939,160,1,2.5069,2021-08-31 08:21:03.000000
940,51,1,2.9587,2021-08-31 08:21:03.000000
941,33,10,3.8756,2021-08-31 08:21:03.000000
942,160,1,2.5041,2021-09-01 04:23:03.000000
943,51,1,2.9613,2021-09-01 04:23:03.000000
944,33,10,3.8751,2021-09-01 04:23:03.000000
945,160,1,2.5104,2021-09-02 00:25:02.000000
946,33,10,3.8819,2021-09-02 00:25:02.000000
947,51,1,2.9792,2021-09-03 06:28:02.000000
948,33,10,3.8931,2021-09-03 06:28:02.000000
949,160,1,2.5123,2021-09-04 02:30:04.000000
950,51,1,2.9823,2021-09-04 02:30:04.000000
951,33,10,3.8948,2021-09-04 02:30:04.000000
952,160,1,2.5156,2021-09-07 00:37:05.000000
953,51,1,2.9827,2021-09-07 00:37:05.000000
954,33,10,3.8959,2021-09-07 00:37:05.000000
955,160,1,2.5179,2021-09-08 06:39:02.000000
956,51,1,2.9894,2021-09-08 06:39:02.000000
957,33,10,3.8956,2021-09-08 06:39:02.000000
958,160,1,2.5194,2021-09-09 02:41:04.000000
959,51,1,2.9820,2021-09-09 02:41:04.000000
960,33,10,3.9007,2021-09-09 02:41:04.000000
961,51,1,2.9688,2021-09-10 08:43:02.000000
962,160,1,2.4999,2021-09-11 04:45:02.000000
963,51,1,2.9604,2021-09-11 04:45:02.000000
964,33,10,3.8825,2021-09-11 04:45:02.000000
965,160,1,2.5047,2021-09-14 02:52:01.000000
966,51,1,2.9527,2021-09-14 02:52:01.000000
967,33,10,3.8804,2021-09-14 02:52:01.000000
968,160,1,2.4924,2021-09-16 11:02:23.000000
969,51,1,2.9464,2021-09-16 11:02:23.000000
970,33,10,3.8744,2021-09-16 11:02:23.000000
971,160,1,2.5002,2021-09-27 16:46:19.000000
972,51,1,2.9340,2021-09-27 16:46:19.000000
973,33,10,3.8681,2021-09-27 16:46:19.000000
974,160,1,2.4940,2021-09-28 02:33:04.000000
975,51,1,2.9175,2021-09-28 02:33:04.000000
976,33,10,3.8591,2021-09-28 02:33:04.000000
977,160,1,2.5000,2021-09-29 08:36:02.000000
978,51,1,2.9206,2021-09-29 08:36:02.000000
979,33,10,3.8705,2021-09-29 08:36:02.000000
980,160,1,2.4381,2021-10-21 01:41:33.243435
981,51,1,2.8348,2021-10-21 01:41:33.251401
982,33,10,3.8122,2021-10-21 01:41:33.256202
983,160,1,2.4362,2021-10-22 07:46:04.624684
984,51,1,2.8343,2021-10-22 07:46:04.628877
985,33,10,3.8086,2021-10-22 07:46:04.632919
986,160,1,2.4299,2021-10-23 03:47:03.971798
987,51,1,2.8268,2021-10-23 03:47:03.976791
988,33,10,3.8037,2021-10-23 03:47:03.980783
