id,MarketplaceID,Data,WriteDate
1,1,"{""S_MARKUP"": ""10"", ""S_GUARANTEE"": null, ""S_MARKUP_CASH"": ""10"", ""MARKUP_STOCK_LIST"": [], ""S_GUARANTEE_MEASURE"": null, ""S_MARKUP_STOCK_LIST"": 791111111111111100000000000000000000000000000000, ""S_AUTO_UPDATE_MARKETPLACE"": true}",2021-10-03 14:55:36
