id,OfficeID,Data,WriteDate
1,1,"{""S_MARKUP"": ""2"", ""S_GUARANTEE"": null, ""S_MARKUP_CASH"": ""0"", ""S_GUARANTEE_MEASURE"": -1, ""S_AUTO_UPDATE_MARKETPLACE"": true}",2021-10-21 20:50:07
