id,GoodID,CatalogMarketID,Price,WriteDate
899818,4485,32,482.18,2021-08-25 00:02:35.000000
899820,4485,28,451.13,2021-09-13 20:25:20.000000
899830,4485,9,451.13,2021-09-13 20:25:20.000000
899919,4549,827,3572.30,2021-06-24 14:00:21.000000
899921,4536,10,426.82,2021-07-14 10:24:46.000000
899923,4536,36,430.46,2021-07-12 16:54:29.000000
899924,4536,16,426.82,2021-07-14 13:12:43.000000
899927,4536,80,431.58,2021-07-15 12:21:32.000000
899932,4536,12,441.93,2021-07-13 19:53:11.000000
899934,4536,32,430.35,2021-07-13 19:53:11.000000
899935,4536,28,426.82,2021-07-14 13:12:43.000000
899948,4536,82,435.62,2021-07-15 12:21:32.000000
899949,4536,9,445.02,2021-07-14 20:55:21.000000
899952,4536,18,428.99,2021-07-15 12:21:32.000000
899958,4548,542,731.11,2021-06-24 14:00:22.000000
899959,4539,10,399.04,2021-09-11 11:08:18.000000
899960,4539,13,416.26,2021-09-13 14:23:21.000000
899961,4539,36,407.23,2021-09-12 18:09:22.000000
899962,4539,16,367.72,2021-09-13 17:24:22.000000
899963,4539,9,367.02,2021-09-13 20:25:21.000000
899977,4539,80,414.49,2021-09-11 08:07:17.000000
899982,4539,12,418.78,2021-09-14 02:26:19.000000
899983,4539,28,367.02,2021-09-13 20:25:21.000000
899992,4539,32,410.41,2021-09-11 11:08:18.000000
899995,4539,82,418.33,2021-09-11 08:07:18.000000
899997,4539,23,367.02,2021-09-13 17:24:22.000000
900001,4539,6,419.00,2021-09-13 17:24:22.000000
900012,4425,18,454.54,2021-07-15 12:21:30.000000
900027,4425,28,451.99,2021-07-15 00:39:02.000000
900032,4425,9,451.99,2021-07-15 00:39:02.000000
900056,4552,449,2757.32,2021-07-15 12:21:33.000000
900070,4458,9,921.78,2021-07-15 12:21:31.000000
900072,4458,449,1034.37,2021-07-15 12:21:31.000000
900077,4458,18,960.83,2021-07-15 12:21:31.000000
900078,4458,18,960.83,2021-07-15 12:21:31.000000
900088,4458,28,912.20,2021-07-15 00:39:02.000000
900095,4428,10,505.70,2021-07-14 10:24:43.000000
900099,4428,12,512.24,2021-07-07 17:01:37.000000
900104,4428,19,534.45,2021-07-05 19:44:45.000000
900109,4428,9,455.85,2021-07-14 20:55:19.000000
900115,4428,18,468.40,2021-07-15 12:21:31.000000
900123,4428,449,564.26,2021-07-15 12:21:31.000000
900124,4428,5,455.85,2021-07-15 07:58:34.000000
900128,4428,32,497.62,2021-07-13 19:53:08.000000
900132,4428,28,455.85,2021-07-15 00:39:02.000000
900135,4428,6,529.00,2021-06-24 14:00:22.000000
900137,4428,23,490.22,2021-07-14 20:55:19.000000
900138,4428,128,539.00,2021-06-24 14:00:22.000000
900209,4561,10,399.99,2021-09-03 10:10:29.000000
900211,4561,36,400.02,2021-09-11 14:09:16.000000
900212,4561,16,412.39,2021-09-09 13:54:22.000000
900213,4561,23,425.18,2021-09-01 15:58:23.000000
900216,4561,28,404.71,2021-08-31 12:49:23.000000
900224,4561,3,415.51,2021-08-30 10:43:14.000000
900227,4561,9,435.11,2021-09-10 17:02:19.000000
900235,4561,12,431.18,2021-09-10 17:02:19.000000
900250,4561,32,422.57,2021-09-10 14:01:21.000000
900258,4521,9,901.56,2021-09-07 16:41:24.000000
900262,4521,28,885.88,2021-09-08 04:45:28.000000
900273,4521,32,868.48,2021-09-08 16:49:34.000000
900294,4521,6,844.00,2021-09-07 07:39:22.000000
900298,4531,80,1874.00,2021-06-24 14:00:23.000000
900316,4582,792,3483.17,2021-07-14 17:10:39.000000
900319,4582,827,3238.20,2021-06-24 14:00:23.000000
900329,4582,833,3122.78,2021-06-24 14:00:23.000000
900331,4582,12,3415.74,2021-07-14 17:10:39.000000
900334,4582,28,3304.47,2021-07-15 00:39:04.000000
900339,4512,10,549.65,2021-07-13 12:01:08.000000
900340,4512,13,533.94,2021-07-15 12:21:33.000000
900343,4512,128,570.00,2021-06-24 14:00:23.000000
900345,4512,449,659.61,2021-07-15 12:21:33.000000
900346,4512,82,554.24,2021-07-13 19:53:09.000000
900347,4512,19,583.66,2021-07-05 19:44:47.000000
900350,4512,6,559.00,2021-07-07 06:18:19.000000
900352,4512,79,559.75,2021-06-24 14:00:23.000000
900358,4512,12,559.41,2021-06-24 14:00:23.000000
900360,4512,32,550.87,2021-07-09 17:18:29.000000
900361,4512,9,551.89,2021-07-14 20:50:16.000000
900362,4512,80,549.65,2021-07-15 12:21:33.000000
900365,4512,18,554.24,2021-07-15 12:21:33.000000
900368,4512,28,549.65,2021-07-15 00:39:03.000000
900372,4512,23,545.44,2021-07-14 13:12:43.000000
900376,4512,38,540.00,2021-06-24 14:00:23.000000
900390,4585,13,6468.54,2021-07-15 12:21:35.000000
900395,4585,9,6829.56,2021-07-14 17:10:39.000000
900402,4585,128,6719.00,2021-07-13 12:01:10.000000
900406,4585,12,6552.33,2021-07-13 19:53:10.000000
900410,4585,10,6298.60,2021-07-14 10:24:45.000000
900411,4585,792,6726.99,2021-07-14 17:10:39.000000
900415,4585,28,6381.87,2021-07-15 00:39:04.000000
900420,4598,792,4337.54,2021-07-14 17:10:39.000000
900426,4598,13,4259.22,2021-07-15 12:21:36.000000
900428,4598,834,4091.80,2021-07-14 13:10:22.000000
900431,4598,28,4115.01,2021-07-15 00:39:05.000000
900434,4598,833,3520.90,2021-06-24 14:00:24.000000
900439,4579,80,2329.42,2021-08-14 13:57:41.000000
900443,4579,10,2329.42,2021-08-14 13:57:41.000000
900453,4579,128,2552.00,2021-08-14 13:57:41.000000
900458,4579,792,2493.50,2021-07-07 17:01:40.000000
900464,4579,9,2375.40,2021-07-06 20:16:49.000000
900466,4579,28,2361.95,2021-08-14 13:57:41.000000
900467,4579,39,2664.00,2021-08-14 13:57:41.000000
900469,4579,12,2376.00,2021-07-06 16:39:47.000000
900477,4572,831,4306.59,2021-06-24 14:00:24.000000
900480,4573,827,4754.50,2021-06-24 14:00:24.000000
900486,4614,10,678.36,2021-07-14 10:24:45.000000
900489,4614,449,767.36,2021-07-15 12:21:35.000000
900492,4614,18,653.11,2021-07-15 12:21:35.000000
900493,4614,32,634.53,2021-07-13 19:53:10.000000
900494,4614,9,625.00,2021-07-14 17:10:42.000000
900502,4614,6,776.53,2021-07-13 01:20:57.000000
900516,4614,28,625.00,2021-07-15 00:39:05.000000
900519,4614,19,861.61,2021-07-15 12:21:35.000000
900531,4642,10,318.23,2021-09-13 11:22:21.000000
900551,4642,28,299.67,2021-09-11 11:08:18.000000
900555,4642,32,292.07,2021-09-13 14:23:21.000000
900557,4642,82,328.83,2021-09-10 14:01:22.000000
900568,4642,80,328.83,2021-09-10 11:00:24.000000
900571,4642,23,334.11,2021-09-13 14:23:21.000000
900576,4642,9,299.70,2021-09-14 05:27:19.000000
900624,4738,827,3135.40,2021-06-24 14:00:25.000000
900629,4704,16,458.87,2021-09-28 10:48:30.000000
900637,4704,32,464.45,2021-09-28 10:48:31.000000
900645,4704,12,477.42,2021-09-28 10:48:30.000000
900646,4704,28,435.06,2021-09-28 10:48:30.000000
900647,4704,18,436.10,2021-09-28 10:48:30.000000
900649,4704,23,502.38,2021-09-28 10:48:30.000000
900655,4704,9,462.94,2021-09-28 10:48:31.000000
900675,4716,10,537.00,2021-07-10 11:11:17.000000
900677,4716,36,541.57,2021-07-12 16:54:31.000000
900678,4716,16,537.00,2021-07-09 17:18:37.000000
900680,4716,80,537.00,2021-07-08 20:07:34.000000
900681,4716,9,550.41,2021-07-14 20:55:31.000000
900683,4716,28,537.00,2021-07-12 16:54:31.000000
900684,4716,18,540.33,2021-07-15 12:21:39.000000
900693,4716,82,537.00,2021-07-08 20:07:34.000000
900694,4716,32,537.00,2021-07-12 16:54:31.000000
900695,4716,6,599.00,2021-07-14 17:10:41.000000
900697,4716,44,727.14,2021-07-14 13:12:46.000000
900701,4716,79,552.87,2021-07-14 20:55:31.000000
900722,4734,28,332.07,2021-09-10 17:02:21.000000
900730,4734,23,338.86,2021-09-13 14:23:21.000000
900734,4734,9,337.67,2021-09-13 20:25:22.000000
900739,4720,328,1600.71,2021-09-13 14:23:21.000000
900741,4720,28,1596.00,2021-09-06 16:34:25.000000
900744,4720,9,1596.00,2021-09-06 13:33:25.000000
900766,4720,792,1872.73,2021-09-13 14:23:21.000000
900774,4602,9,618.57,2021-09-13 20:25:21.000000
900783,4602,32,618.57,2021-09-13 20:25:21.000000
900799,4602,28,618.57,2021-09-13 20:25:21.000000
900819,4686,13,661.77,2021-09-14 02:26:20.000000
900827,4686,28,659.00,2021-09-13 23:26:22.000000
900843,4686,32,694.31,2021-09-09 13:54:23.000000
900860,4686,9,715.31,2021-09-09 13:54:23.000000
900871,4796,16,341.06,2021-07-14 20:55:31.000000
900880,4796,9,350.68,2021-07-13 19:53:12.000000
900886,4796,18,340.42,2021-07-15 12:21:39.000000
900894,4796,23,355.70,2021-07-14 13:12:47.000000
900895,4796,449,478.93,2021-07-15 12:21:39.000000
900898,4796,28,350.68,2021-07-14 04:55:47.000000
900899,4796,32,352.60,2021-07-14 13:12:47.000000
900908,4811,28,407.95,2021-07-15 00:39:07.000000
900909,4811,23,469.37,2021-07-14 13:12:49.000000
900910,4811,32,403.77,2021-07-15 12:21:42.000000
900915,4811,18,446.40,2021-07-15 12:21:41.000000
900922,4811,9,468.38,2021-07-12 18:03:30.000000
900928,4811,45,405.24,2021-07-15 12:21:42.000000
900929,4811,41,390.00,2021-06-24 14:00:26.000000
900941,4799,9,433.97,2021-09-13 17:24:23.000000
900969,4799,23,484.27,2021-09-13 14:23:21.000000
900978,4707,28,367.22,2021-07-15 00:39:06.000000
900991,4707,18,384.29,2021-07-15 12:21:37.000000
900996,4707,9,367.22,2021-07-14 17:10:41.000000
901000,4707,23,403.90,2021-07-14 20:55:29.000000
901001,4707,32,367.22,2021-07-14 20:55:29.000000
901014,4805,18,835.55,2021-07-15 12:21:40.000000
901040,4805,9,619.00,2021-07-15 12:21:40.000000
901045,4786,10,564.55,2021-07-15 12:21:40.000000
901047,4786,28,524.36,2021-07-15 00:39:08.000000
901054,4786,19,649.43,2021-07-08 20:07:37.000000
901057,4786,6,579.00,2021-07-05 12:13:28.000000
901060,4786,9,524.36,2021-07-15 00:39:08.000000
901061,4786,449,632.89,2021-07-15 12:21:40.000000
901077,4786,18,530.77,2021-07-15 12:21:40.000000
901079,4786,32,559.22,2021-07-14 13:12:47.000000
901084,4648,9,704.10,2021-09-13 20:25:21.000000
901118,4648,28,716.95,2021-09-13 14:23:21.000000
901129,4730,792,3286.09,2021-07-14 17:10:41.000000
901133,4730,28,2709.91,2021-07-15 00:39:06.000000
901145,4730,583,2759.24,2021-06-24 14:00:27.000000
901149,4730,9,2748.31,2021-07-15 00:39:06.000000
901151,4760,10,472.16,2021-09-10 11:00:24.000000
901153,4760,16,472.16,2021-09-11 20:11:16.000000
901159,4760,9,470.34,2021-09-13 20:25:22.000000
901161,4760,38,540.00,2021-06-24 14:00:27.000000
901171,4760,28,470.34,2021-09-13 20:25:22.000000
901172,4760,6,534.00,2021-09-10 07:59:21.000000
901182,4760,32,487.55,2021-09-07 13:41:28.000000
901184,4760,23,490.74,2021-09-13 14:23:21.000000
901187,4760,80,487.11,2021-09-12 17:17:19.000000
901189,4760,82,545.70,2021-09-07 13:41:28.000000
901196,4762,328,1464.70,2021-07-15 12:21:39.000000
901198,4762,827,1542.00,2021-06-24 14:00:27.000000
901204,4762,28,1410.02,2021-07-15 00:39:07.000000
901205,4762,9,1410.02,2021-07-05 23:22:17.000000
901206,4762,792,1632.21,2021-07-14 17:10:42.000000
901213,4851,18,329.32,2021-07-15 12:21:41.000000
901214,4851,9,299.00,2021-06-24 14:00:28.000000
901219,4851,449,462.93,2021-07-15 12:21:41.000000
901230,4851,28,308.71,2021-07-15 00:39:09.000000
901242,4845,10,349.65,2021-09-11 11:08:19.000000
901243,4845,13,335.80,2021-09-14 02:26:20.000000
901253,4845,32,343.31,2021-08-26 15:14:23.000000
901257,4845,9,340.83,2021-09-13 20:25:23.000000
901265,4845,23,342.70,2021-09-13 14:23:22.000000
901269,4845,12,373.26,2021-09-11 02:05:19.000000
901280,4845,28,334.40,2021-09-13 23:26:23.000000
901285,4845,449,498.54,2021-09-13 14:23:22.000000
901287,4845,6,379.00,2021-09-06 07:31:20.000000
901290,4808,10,631.73,2021-07-14 10:23:36.000000
901292,4808,36,638.69,2021-07-12 16:54:32.000000
901293,4808,16,610.33,2021-07-15 12:21:40.000000
901295,4808,128,690.00,2021-07-05 15:58:25.000000
901298,4808,28,608.06,2021-07-14 17:10:45.000000
901309,4808,18,628.09,2021-07-15 12:21:40.000000
901315,4808,449,697.89,2021-07-15 12:21:40.000000
901322,4808,32,626.63,2021-07-13 19:53:13.000000
901323,4808,9,608.06,2021-07-09 23:08:09.000000
901330,4808,23,677.40,2021-07-15 12:21:40.000000
901350,4829,9,376.42,2021-09-13 23:26:23.000000
901360,4829,28,378.88,2021-09-13 20:25:22.000000
901367,4829,449,537.54,2021-09-13 14:23:21.000000
901389,4789,18,3139.36,2021-07-15 12:21:40.000000
901396,4789,19,4027.56,2021-07-15 12:21:40.000000
901403,4868,449,930.97,2021-07-15 12:21:41.000000
901415,4868,9,830.00,2021-07-14 20:55:35.000000
901416,4868,28,830.00,2021-07-15 00:39:08.000000
901418,4868,19,974.97,2021-07-15 12:21:41.000000
901447,4814,23,390.68,2021-09-13 14:23:21.000000
901450,4814,9,389.15,2021-09-13 20:25:22.000000
901454,4814,32,443.62,2021-09-10 17:02:20.000000
901459,4814,449,524.18,2021-09-12 17:17:19.000000
901469,4814,28,360.00,2021-09-13 23:26:22.000000
901479,4839,10,748.91,2021-07-15 12:21:40.000000
901483,4839,19,849.38,2021-07-07 17:01:45.000000
901484,4839,6,799.00,2021-07-05 19:44:54.000000
901485,4839,23,700.67,2021-07-15 14:55:20.000000
901490,4839,9,700.67,2021-07-15 14:55:20.000000
901498,4839,583,894.72,2021-06-24 14:00:29.000000
901500,4839,32,808.10,2021-07-09 17:18:39.000000
901509,4839,18,699.35,2021-07-15 14:55:20.000000
901516,4839,28,700.70,2021-07-15 00:39:08.000000
901528,4893,9,403.04,2021-09-07 22:43:18.000000
901532,4893,23,416.71,2021-09-13 14:23:22.000000
901545,4893,28,403.04,2021-08-25 00:02:39.000000
901571,4895,9,4390.00,2021-09-04 16:19:20.000000
901574,4895,28,4417.86,2021-09-13 14:23:22.000000
901584,4852,328,1830.92,2021-09-13 14:23:22.000000
901591,4852,9,1703.00,2021-08-25 00:02:39.000000
901602,4852,792,2142.05,2021-09-13 14:23:22.000000
901607,4852,28,1703.00,2021-08-25 00:02:39.000000
901658,4874,82,890.00,2021-07-14 10:24:49.000000
901660,4874,9,882.61,2021-07-06 16:39:55.000000
901662,4874,80,882.61,2021-07-13 08:57:45.000000
901665,4929,828,2460.00,2021-06-24 14:00:30.000000
901668,4951,28,1463.80,2021-07-07 03:01:01.000000
901684,4951,9,1463.80,2021-07-06 16:39:56.000000
901693,4951,18,1662.16,2021-07-15 14:55:21.000000
901722,4954,23,389.64,2021-07-15 12:21:44.000000
901723,4954,18,369.26,2021-07-15 12:21:44.000000
901728,4954,19,399.40,2021-07-05 19:44:55.000000
901730,4954,28,347.39,2021-07-14 17:10:46.000000
901740,4954,32,385.27,2021-07-09 17:18:44.000000
901742,4954,9,347.39,2021-07-14 20:55:37.000000
901746,4971,10,1374.77,2021-07-14 10:24:50.000000
901748,4971,36,1333.02,2021-07-14 20:55:37.000000
901749,4971,16,1353.93,2021-07-14 13:12:51.000000
901750,4971,80,1368.74,2021-07-15 12:21:44.000000
901756,4971,12,1332.97,2021-07-14 17:10:46.000000
901762,4971,19,1441.35,2021-07-05 19:42:09.000000
901763,4971,32,1351.14,2021-07-09 17:18:43.000000
901764,4971,18,1394.33,2021-07-15 12:21:44.000000
901774,4971,35,1454.65,2021-07-15 12:21:44.000000
901775,4971,449,1455.71,2021-07-15 12:21:44.000000
901777,4971,6,1419.00,2021-06-28 15:55:21.000000
901778,4971,9,1339.10,2021-07-14 20:55:37.000000
901785,4971,28,1339.10,2021-07-15 00:39:10.000000
901790,4971,82,1381.90,2021-07-15 12:21:44.000000
901801,4854,9,316.93,2021-09-13 20:25:22.000000
901818,4854,28,300.69,2021-09-13 20:25:22.000000
901822,4854,32,328.22,2021-09-09 19:56:20.000000
901845,4863,80,2171.65,2021-09-13 17:24:23.000000
901846,4863,328,2084.40,2021-09-13 14:23:22.000000
901848,4863,9,2084.40,2021-09-10 23:04:20.000000
901854,4863,28,2084.40,2021-09-10 17:02:20.000000
901871,4863,792,2448.68,2021-09-13 14:23:22.000000
901899,4896,449,676.96,2021-07-15 12:21:43.000000
901900,4896,28,550.68,2021-07-15 00:39:09.000000
901910,4896,9,550.68,2021-07-15 00:39:09.000000
901916,4896,19,652.72,2021-07-13 14:20:15.000000
901925,5078,449,495.48,2021-07-15 12:21:45.000000
901926,5078,9,378.39,2021-07-06 16:39:59.000000
901935,5078,28,378.39,2021-07-07 03:01:04.000000
901950,5148,9,342.73,2021-07-15 00:39:11.000000
901956,5148,19,425.29,2021-07-15 12:21:46.000000
901959,5148,23,379.95,2021-07-14 13:12:52.000000
901961,5148,28,340.80,2021-07-15 00:39:11.000000
901969,5148,449,483.61,2021-07-15 12:21:46.000000
901970,5148,18,362.11,2021-07-15 12:21:46.000000
901971,5148,18,362.11,2021-07-15 12:21:46.000000
901975,5148,32,340.80,2021-07-09 17:18:47.000000
901983,5139,28,368.05,2021-09-13 17:24:24.000000
901989,5139,9,368.05,2021-09-13 17:24:24.000000
902053,5041,9,423.58,2021-09-10 04:59:18.000000
902069,4978,10,358.26,2021-07-14 10:24:50.000000
902071,4978,16,358.26,2021-07-09 17:18:44.000000
902081,4978,32,361.86,2021-07-15 12:21:44.000000
902085,5050,13,702.07,2021-09-13 14:23:23.000000
902086,5050,36,702.58,2021-09-12 20:18:21.000000
902087,5050,16,700.00,2021-09-11 20:11:17.000000
902100,5050,32,698.88,2021-09-13 20:25:24.000000
902106,5050,23,714.55,2021-09-13 11:22:22.000000
902116,5050,9,724.85,2021-09-08 13:48:43.000000
902118,5050,6,724.85,2021-09-10 07:59:23.000000
902125,5050,28,698.88,2021-09-13 20:25:24.000000
902131,4988,10,382.66,2021-07-15 12:21:44.000000
902163,5160,13,800.23,2021-09-14 02:26:21.000000
902164,5160,36,821.52,2021-09-12 20:18:21.000000
902165,5160,16,803.50,2021-09-13 17:24:24.000000
902168,5160,23,819.85,2021-09-13 11:22:22.000000
902173,5160,28,796.88,2021-09-13 23:26:25.000000
902187,5160,32,800.23,2021-09-10 17:02:21.000000
902203,5160,6,831.38,2021-09-10 07:59:23.000000
902207,5160,9,831.67,2021-09-08 16:49:38.000000
902249,5003,18,470.11,2021-07-15 12:21:45.000000
902254,4994,36,525.42,2021-09-13 21:25:28.000000
902255,4994,16,474.12,2021-09-13 14:23:23.000000
902265,4994,28,470.18,2021-09-13 11:22:22.000000
902271,4994,32,445.47,2021-09-10 14:01:23.000000
902273,4994,23,511.14,2021-09-13 14:23:23.000000
902278,4994,9,491.51,2021-09-13 17:24:24.000000
902294,5017,13,907.75,2021-09-13 17:24:24.000000
902295,5017,36,910.73,2021-09-13 20:25:23.000000
902299,5017,23,967.06,2021-08-30 09:42:22.000000
902302,5017,9,961.38,2021-09-13 23:26:24.000000
902306,5017,6,990.00,2021-09-12 06:04:52.000000
902308,5017,28,923.91,2021-09-13 20:25:23.000000
902318,5017,32,912.08,2021-09-13 20:25:23.000000
902333,5191,10,1706.58,2021-07-14 10:24:52.000000
902335,5191,23,1902.60,2021-07-14 20:55:41.000000
902344,5191,18,1680.66,2021-07-15 12:21:48.000000
902345,5191,32,1650.36,2021-07-09 17:18:48.000000
902348,5191,28,1618.63,2021-07-15 00:39:12.000000
902349,5191,19,2023.02,2021-07-12 16:54:38.000000
902361,5191,9,1618.63,2021-07-09 23:08:14.000000
902369,5197,10,638.80,2021-07-09 11:19:15.000000
902374,5197,28,638.80,2021-07-09 11:19:15.000000
902375,5197,19,666.20,2021-07-05 19:45:00.000000
902384,5197,18,637.60,2021-07-15 12:21:48.000000
902385,5197,23,666.05,2021-07-15 12:21:48.000000
902386,5197,449,753.13,2021-07-15 12:21:48.000000
902390,5197,6,659.64,2021-07-15 07:58:51.000000
902391,5197,12,644.43,2021-07-09 17:18:50.000000
902395,5197,5,638.80,2021-07-12 18:03:33.000000
902399,5197,9,638.80,2021-07-12 18:03:33.000000
902410,5197,32,638.80,2021-07-08 20:07:47.000000
902417,5197,128,690.00,2021-07-02 01:09:15.000000
902419,5029,10,1875.98,2021-07-14 10:24:51.000000
902427,5029,32,1785.11,2021-07-13 19:53:16.000000
902430,5029,28,1792.72,2021-07-15 00:39:11.000000
902441,5029,23,1963.98,2021-07-15 12:21:44.000000
902445,5029,18,1882.72,2021-07-15 12:21:45.000000
902449,5029,9,1599.00,2021-07-08 14:37:56.000000
902455,5029,19,1909.86,2021-07-13 12:01:17.000000
902459,5029,128,2003.00,2021-07-02 01:09:14.000000
902467,5029,6,1757.42,2021-07-12 16:54:34.000000
902476,5255,28,858.48,2021-07-15 00:39:12.000000
902477,5255,9,819.54,2021-07-15 12:21:47.000000
902478,5255,9,819.54,2021-07-15 12:21:47.000000
902492,5258,18,319.81,2021-07-15 12:21:48.000000
902495,5258,449,454.85,2021-07-15 12:21:48.000000
902500,5258,32,327.70,2021-07-14 13:12:53.000000
902504,5258,23,336.18,2021-07-14 20:55:42.000000
902509,5258,28,318.28,2021-07-15 00:39:12.000000
902511,5258,9,318.28,2021-07-14 20:55:42.000000
902542,5151,9,390.49,2021-09-09 16:55:22.000000
902546,5308,10,486.00,2021-09-11 11:08:20.000000
902548,5308,36,365.15,2021-09-12 20:18:21.000000
902551,5308,80,362.68,2021-09-11 08:07:19.000000
902556,5308,6,380.00,2021-09-07 07:39:25.000000
902557,5308,9,351.33,2021-09-13 20:25:25.000000
902573,5308,12,381.01,2021-09-13 14:23:24.000000
902578,5308,28,349.88,2021-09-13 20:25:24.000000
902581,5308,23,357.26,2021-09-11 14:09:19.000000
902582,5308,32,362.32,2021-09-11 11:08:21.000000
902588,5308,82,366.03,2021-09-11 08:07:20.000000
902592,5308,426,486.00,2021-06-24 14:00:34.000000
902594,5154,10,342.32,2021-09-11 11:08:20.000000
902598,5154,9,443.21,2021-09-13 17:24:24.000000
902617,5154,41,375.00,2021-06-24 14:00:34.000000
902630,5154,32,335.09,2021-09-06 19:35:23.000000
902641,5238,18,464.63,2021-07-15 12:21:49.000000
902646,5238,32,484.95,2021-07-14 13:12:52.000000
902648,5238,9,458.34,2021-07-14 20:55:41.000000
902651,5238,19,590.39,2021-07-13 14:20:19.000000
902653,5238,23,486.63,2021-07-14 13:12:52.000000
902655,5238,449,582.65,2021-07-15 12:21:49.000000
902661,5238,28,458.34,2021-07-15 00:39:12.000000
902678,5410,542,1766.24,2021-06-24 14:00:34.000000
902693,5333,28,423.00,2021-09-13 23:26:25.000000
902698,5333,32,458.51,2021-09-11 11:08:21.000000
902699,5333,12,462.56,2021-09-14 02:26:21.000000
902704,5333,9,423.00,2021-09-13 23:26:25.000000
902713,5333,18,442.83,2021-09-13 17:24:25.000000
902728,5404,10,1937.55,2021-07-14 10:24:52.000000
902734,5404,23,2155.89,2021-07-14 13:12:54.000000
902743,5404,32,1876.71,2021-07-14 13:12:54.000000
902746,5404,28,1876.71,2021-07-15 00:39:13.000000
902751,5404,19,2276.14,2021-07-12 16:54:40.000000
902761,5404,18,1996.25,2021-07-15 12:21:50.000000
902762,5404,9,1896.23,2021-07-14 20:55:44.000000
902767,5252,10,1051.84,2021-07-14 10:24:51.000000
902769,5252,36,1139.08,2021-07-15 12:21:47.000000
902770,5252,16,1039.35,2021-07-14 20:55:41.000000
902784,5252,32,1039.35,2021-07-14 17:10:52.000000
902786,5252,18,1074.46,2021-07-15 12:21:48.000000
902788,5252,9,1082.32,2021-07-08 14:38:01.000000
902790,5252,19,1154.07,2021-07-15 12:21:47.000000
902794,5252,28,1039.35,2021-07-15 00:39:12.000000
902798,5252,23,1081.05,2021-07-14 13:12:53.000000
902835,5323,10,438.19,2021-07-15 12:21:50.000000
902840,5323,9,438.19,2021-07-14 20:55:42.000000
902845,5323,18,438.63,2021-07-15 12:21:50.000000
902859,5323,6,508.92,2021-07-12 22:32:48.000000
902862,5323,32,441.44,2021-07-12 22:32:48.000000
902866,5323,28,438.19,2021-07-15 00:39:13.000000
902893,5398,9,414.52,2021-07-14 20:55:44.000000
902895,5398,28,414.52,2021-07-15 00:39:13.000000
902902,5398,449,542.33,2021-07-15 12:21:50.000000
902907,5510,827,3649.40,2021-06-24 14:00:37.000000
902910,5388,10,407.48,2021-09-03 10:10:32.000000
902912,5388,36,415.55,2021-09-12 20:18:21.000000
902917,5388,23,429.82,2021-09-13 11:22:23.000000
902922,5388,9,438.04,2021-09-13 20:25:24.000000
902923,5388,82,432.02,2021-09-03 13:11:25.000000
902931,5388,80,422.67,2021-09-11 08:07:20.000000
902940,5388,28,407.48,2021-09-03 16:11:26.000000
902953,5388,6,440.00,2021-09-05 07:24:20.000000
902957,5530,827,4394.70,2021-06-24 14:00:37.000000
902962,5530,9,4416.37,2021-06-24 14:00:37.000000
903013,5636,80,2452.66,2021-09-13 11:22:23.000000
903016,5636,28,2489.76,2021-09-06 16:34:28.000000
903027,5636,12,2504.00,2021-09-04 13:18:21.000000
903036,5636,792,2628.29,2021-09-06 19:35:24.000000
903039,5636,9,2503.80,2021-09-03 22:13:25.000000
903051,5646,80,1830.00,2021-06-24 14:00:38.000000
903052,5646,82,1830.00,2021-09-07 16:41:27.000000
903113,5639,833,2650.00,2021-06-24 14:00:38.000000
903143,5653,10,339.94,2021-09-28 16:40:31.000000
903144,5653,16,357.50,2021-09-28 16:40:31.000000
903151,5653,9,339.94,2021-09-28 16:40:31.000000
903152,5653,36,350.16,2021-09-28 16:40:31.000000
903166,5653,32,339.94,2021-09-28 16:40:31.000000
903171,5660,18,312.90,2021-07-15 12:21:55.000000
903175,5660,28,322.50,2021-07-15 00:39:17.000000
903183,5660,32,322.50,2021-07-14 20:55:47.000000
903194,5643,36,514.00,2021-08-25 15:06:30.000000
903195,5643,23,490.58,2021-09-03 07:10:25.000000
903198,5643,32,490.58,2021-09-09 19:56:22.000000
903206,5643,9,490.58,2021-09-13 14:23:24.000000
903212,5643,12,575.20,2021-09-13 14:23:24.000000
903214,5643,28,490.58,2021-09-03 16:11:26.000000
903215,5661,10,332.65,2021-09-01 09:56:25.000000
903216,5661,16,316.08,2021-09-13 17:24:26.000000
903218,5661,32,316.96,2021-09-13 20:25:25.000000
903222,5661,28,316.08,2021-09-13 17:24:26.000000
903225,5661,23,316.08,2021-09-13 17:24:26.000000
903231,5661,9,323.23,2021-09-13 20:25:25.000000
903232,5661,12,359.59,2021-09-13 17:24:26.000000
903241,5654,80,1219.00,2021-08-14 13:57:46.000000
903242,5654,82,1219.00,2021-09-07 16:41:28.000000
903243,5654,328,1714.21,2021-09-11 11:08:21.000000
903247,5654,28,1302.34,2021-09-09 16:55:24.000000
903257,5654,43,1347.00,2021-09-08 19:50:34.000000
903264,5654,9,1321.92,2021-09-08 22:51:38.000000
903273,5654,834,1249.00,2021-09-08 19:50:34.000000
903275,5654,792,1374.80,2021-09-09 19:56:23.000000
903290,5666,449,10024.69,2021-07-15 12:21:55.000000
903300,5667,28,2331.14,2021-07-15 00:39:17.000000
903302,5628,80,2557.16,2021-09-13 11:22:24.000000
903313,5628,10,2557.26,2021-09-11 11:08:21.000000
903314,5628,792,2774.30,2021-08-14 13:57:46.000000
903315,5628,9,2642.90,2021-08-14 13:57:46.000000
903322,5628,28,2628.08,2021-08-14 13:57:46.000000
